transaction_id,customer_id,transaction_type,amount_inr,payment_method,issuing_bank,timestamp,initial_status,failure_reason,is_retryable
159059e8-bdc8-4b6d-b9c6-e76f98354413,CUST_620,subscription_renewal,195.23,UPI,HDFC,2026-03-22 01:22:00,success,,
882ec135-c595-43fb-a450-4add23fa04dc,CUST_925,subscription_renewal,956.72,UPI,PNB,2026-01-03 11:53:00,success,,
37c009d2-8a60-4f9f-89d6-aa603e783b1e,CUST_1769,subscription_renewal,1991.55,netbanking,Kotak,2026-01-02 19:32:00,success,,
66216ede-939b-480d-8ce0-e3a7c758623f,CUST_1135,subscription_renewal,490.09,UPI,PNB,2026-06-14 14:58:00,success,,
f641002c-3007-4ff7-be8e-4f39df7b1c3c,CUST_974,subscription_renewal,205.19,card,Kotak,2026-05-13 01:28:00,success,,
9bb4f330-744e-4861-932d-e7c88ad8ad44,CUST_1714,subscription_renewal,476.0,UPI,SBI,2026-03-18 02:32:00,failed,insufficient_funds,True
57e9e0d3-cf32-4d5a-a49f-ca7c721c5181,CUST_1449,subscription_renewal,492.21,card,HDFC,2026-04-16 16:33:00,success,,
aa32a6e8-55a0-4d60-864c-14c2c984ab7c,CUST_1879,subscription_renewal,1016.87,UPI,HDFC,2026-03-27 13:49:00,success,,
19479f68-a3a5-49fc-852a-e5acdfa71850,CUST_107,subscription_renewal,958.49,card,BOB,2026-06-24 10:04:00,success,,
155a9629-c1ab-40cc-b268-0397d6b598f5,CUST_1389,subscription_renewal,490.68,UPI,Kotak,2026-04-17 08:46:00,success,,
7f31a2e3-0eb7-4a97-8684-24f9a63779a1,CUST_1193,subscription_renewal,1924.83,card,Kotak,2026-06-04 11:19:00,success,,
fe3a815f-c69e-416e-8f25-4dd938e8717c,CUST_1451,subscription_renewal,1030.29,UPI,HDFC,2026-01-05 17:24:00,success,,
7b6f6754-2523-4967-af8d-fa0036dac519,CUST_1372,subscription_renewal,201.91,UPI,SBI,2026-06-16 21:58:00,success,,
0db3809a-ef6a-45d6-b2bb-f56ff109cd50,CUST_867,subscription_renewal,967.06,UPI,ICICI,2026-05-15 00:23:00,failed,bank_server_timeout,True
c3f7d813-d066-4f89-bcda-2eedcbff4cca,CUST_438,subscription_renewal,481.78,UPI,HDFC,2026-03-23 06:14:00,success,,
4dda83b1-0660-415a-be03-80b11bb5c028,CUST_605,subscription_renewal,202.22,UPI,SBI,2026-01-22 17:53:00,success,,
ba8fe9b0-188e-4e7a-997c-43c973b6d290,CUST_1794,subscription_renewal,482.15,UPI,Yes Bank,2026-05-08 19:24:00,success,,
0dee99cd-868d-470e-a1f4-0e775ca66137,CUST_1702,subscription_renewal,1907.78,card,BOB,2026-06-21 05:46:00,success,,
f65ee17c-003c-4cc6-8300-05685f962516,CUST_746,subscription_renewal,1024.21,UPI,BOB,2026-06-25 07:28:00,success,,
91ea8452-39d5-4a2d-ae43-f30d5e59300f,CUST_1605,subscription_renewal,1045.51,card,BOB,2026-04-11 17:15:00,success,,
32dbfa14-4498-4bcd-b467-7f8026fd591e,CUST_1606,subscription_renewal,1991.34,UPI,SBI,2026-04-07 11:43:00,success,,
19348846-4f28-4962-bca4-aa4cc8dce39a,CUST_577,subscription_renewal,514.81,card,BOB,2026-04-05 16:26:00,success,,
5ba0c11f-4fea-4d99-ad74-b681c58774be,CUST_1640,subscription_renewal,2073.79,UPI,HDFC,2026-05-25 08:03:00,success,,
96d1c641-6780-4d9f-9606-946e8b61611f,CUST_1135,subscription_renewal,194.72,UPI,HDFC,2026-01-17 16:54:00,failed,bank_server_timeout,True
f37e7d83-621e-4599-81cd-778cb4eae865,CUST_1562,subscription_renewal,515.52,UPI,ICICI,2026-02-09 14:57:00,success,,
2f874409-cac1-4906-9c69-004d57e06776,CUST_187,subscription_renewal,197.31,UPI,IDFC First,2026-02-08 11:59:00,failed,insufficient_funds,True
12709863-120f-4aec-adac-33114c3a7d99,CUST_811,subscription_renewal,196.51,UPI,ICICI,2026-05-13 07:24:00,success,,
04b820df-44d1-4cdc-9b1f-86ee12023cce,CUST_57,subscription_renewal,1028.11,UPI,SBI,2026-03-09 22:41:00,success,,
ba6a9c82-528a-4e0a-9427-7833ee23b9c6,CUST_281,subscription_renewal,511.92,UPI,SBI,2026-01-03 15:44:00,success,,
20e44388-5d59-4c3d-99d2-af42e6f52d89,CUST_960,subscription_renewal,189.43,netbanking,SBI,2026-04-24 00:57:00,success,,
fc801a0e-a693-4dc0-b4b2-0253753be531,CUST_441,subscription_renewal,1921.28,UPI,IDFC First,2026-02-15 23:38:00,success,,
0ef73170-71a1-415a-81ae-34ed6eeb0c56,CUST_590,subscription_renewal,495.0,card,Kotak,2026-02-25 03:03:00,success,,
da5aa676-b1db-49f1-b2b3-f2d5919cdfde,CUST_1625,subscription_renewal,2018.34,card,HDFC,2026-05-26 02:07:00,success,,
0256ba80-fc29-4626-b450-0678472cef49,CUST_33,subscription_renewal,488.58,card,ICICI,2026-06-19 18:15:00,success,,
b934c4e0-17c1-43a3-a1e8-10f8b8dd540d,CUST_3,subscription_renewal,1936.49,card,HDFC,2026-05-24 07:36:00,success,,
692ac5e9-61e1-49c8-a510-246ae0255a9b,CUST_1368,subscription_renewal,196.82,UPI,ICICI,2026-01-05 11:04:00,success,,
7cf14111-72a6-4787-9bb5-3e63425aabf7,CUST_962,subscription_renewal,1023.71,UPI,ICICI,2026-01-11 12:23:00,success,,
180336ee-50b5-4409-8589-0cb23da937f4,CUST_731,subscription_renewal,204.4,card,SBI,2026-01-21 07:46:00,success,,
0ec33603-e5bf-4d67-bfe6-26956c510eb3,CUST_1505,subscription_renewal,1030.32,UPI,Yes Bank,2026-03-04 01:22:00,success,,
2e50c7d5-1931-4938-b6be-301690ce94c1,CUST_358,subscription_renewal,514.54,UPI,SBI,2026-06-07 22:30:00,failed,insufficient_funds,True
b2234f80-a598-4d8f-ac91-5f8d8972ead5,CUST_129,subscription_renewal,476.24,card,HDFC,2026-06-08 01:18:00,success,,
f43d7275-b820-401c-8262-d3f1b15679d1,CUST_408,subscription_renewal,2096.78,card,ICICI,2026-01-03 09:32:00,success,,
cc4e6c2d-bb4f-43f7-93e6-0306fe510ad1,CUST_1112,subscription_renewal,488.33,UPI,SBI,2026-04-12 01:48:00,failed,insufficient_funds,True
ef173605-5f28-4bdf-9902-c77511d1c250,CUST_1765,subscription_renewal,204.96,netbanking,Axis,2026-01-08 10:17:00,success,,
022d7605-9046-4b1e-b302-1ac2343f0f28,CUST_894,subscription_renewal,1966.82,UPI,Kotak,2026-04-10 14:57:00,failed,invalid_upi_pin,True
0963e280-c95e-4e82-adcb-42e07cab5bfc,CUST_382,subscription_renewal,1029.08,card,Kotak,2026-04-24 15:23:00,success,,
022020dc-88d4-4470-9800-7b2302f94478,CUST_1489,subscription_renewal,501.27,UPI,SBI,2026-04-22 13:38:00,failed,insufficient_funds,True
b024ee96-8bc4-4fcb-950b-daabfcc45c5f,CUST_657,subscription_renewal,979.67,card,SBI,2026-01-23 10:42:00,success,,
2c4c91bd-1c5e-4d17-8f88-500b6ed35230,CUST_1234,subscription_renewal,1969.32,card,SBI,2026-06-02 05:44:00,success,,
85958189-a863-47ae-a14c-b55594e5a2c0,CUST_86,subscription_renewal,1012.93,UPI,Axis,2026-06-03 19:27:00,success,,
7e1e219e-2c54-428b-81b1-1cbe65e12fb2,CUST_1620,subscription_renewal,1971.68,UPI,Kotak,2026-01-03 21:40:00,success,,
3d1cc76f-f246-444d-8f91-f02d8b3a7972,CUST_1640,subscription_renewal,516.4,UPI,Kotak,2026-06-26 05:01:00,success,,
47c3d8fd-127a-4a46-a942-2f8bc2ed25e4,CUST_1388,subscription_renewal,512.9,card,Axis,2026-04-19 04:04:00,success,,
c26a6be5-5ef5-4e61-97da-e9ad7952908b,CUST_750,subscription_renewal,507.94,UPI,HDFC,2026-03-09 18:02:00,success,,
eb23d582-e926-409e-9687-5b53f8f10d9b,CUST_1943,subscription_renewal,200.47,UPI,IDFC First,2026-03-05 14:48:00,success,,
71d62f8e-c9b1-4eaa-9c32-a6c3676e1a3a,CUST_1084,subscription_renewal,973.99,card,Axis,2026-03-10 10:41:00,success,,
1a08876c-855e-4557-965e-4702f5bc7f5c,CUST_232,subscription_renewal,2081.67,UPI,ICICI,2026-01-09 05:31:00,success,,
1e2ce17e-1a1b-485d-af28-be42f0e8a23a,CUST_241,subscription_renewal,523.77,UPI,Kotak,2026-03-19 22:28:00,success,,
a98888ce-0e7f-468e-b5cf-0a72429ebc6e,CUST_584,subscription_renewal,516.61,UPI,Axis,2026-06-06 06:07:00,success,,
98b856fa-3b56-4078-96b0-878e0a3a189f,CUST_925,subscription_renewal,1015.77,netbanking,IndusInd,2026-02-04 14:05:00,failed,bank_server_timeout,True
e36ad6a4-4273-43ba-a9ab-e40c22f45fd5,CUST_1453,subscription_renewal,1034.1,UPI,SBI,2026-01-20 17:18:00,failed,insufficient_funds,True
6b550f8f-980e-4143-a10a-8d2a8e9d930b,CUST_1457,subscription_renewal,999.87,UPI,IndusInd,2026-06-28 20:11:00,failed,bank_server_timeout,True
856d390d-06c3-4d04-90ba-de2cb67979e4,CUST_248,subscription_renewal,1904.3,card,HDFC,2026-02-04 07:50:00,success,,
b7547927-adea-46ad-9e17-592f6fdf9ee5,CUST_1134,subscription_renewal,504.59,card,HDFC,2026-05-10 14:51:00,success,,
06b95a31-8576-40aa-b696-852ffdfa7f8c,CUST_176,subscription_renewal,2004.14,card,Yes Bank,2026-01-17 12:45:00,success,,
25095245-13b0-4891-8807-444e7701a540,CUST_1575,subscription_renewal,1013.22,card,SBI,2026-04-09 02:08:00,success,,
4c96ec7e-efc3-4564-82ed-4c86cfb23896,CUST_921,subscription_renewal,517.86,netbanking,SBI,2026-04-09 16:22:00,success,,
66ab6bf3-883e-4110-a9f8-19dcaf5fb2c7,CUST_1597,subscription_renewal,495.64,card,Kotak,2026-05-17 18:11:00,success,,
921de209-1888-4937-a66b-3185eee9c4b1,CUST_1865,subscription_renewal,965.5,card,HDFC,2026-01-20 16:09:00,success,,
0c1df176-fb57-46e0-a3cb-f99b079a409f,CUST_660,subscription_renewal,1033.56,card,PNB,2026-06-08 11:33:00,failed,issuer_decline_risk,False
1eaf5de6-6c1f-4497-b57a-6d38ccf405e5,CUST_513,subscription_renewal,505.24,netbanking,ICICI,2026-02-06 17:17:00,success,,
8869e60d-7bf8-4349-9c84-5f3e391943d1,CUST_1258,subscription_renewal,503.58,card,Axis,2026-05-01 16:41:00,success,,
535655ae-d276-4c7a-8520-bb8b95bc48d9,CUST_1189,subscription_renewal,1033.22,card,BOB,2026-02-05 21:39:00,success,,
3125f63c-10b4-4842-a3b1-89b04c913202,CUST_1154,subscription_renewal,1014.1,UPI,SBI,2026-01-04 02:02:00,success,,
bcc6b7cc-84c8-40bc-9632-780a359dd73f,CUST_1570,subscription_renewal,198.96,UPI,ICICI,2026-05-07 19:40:00,success,,
e7884d2e-8dcf-4e50-8abf-7a27657f1dc5,CUST_1284,subscription_renewal,1948.0,UPI,ICICI,2026-05-21 20:19:00,success,,
7e024aeb-7dcd-4b55-a3a8-fd8225f0562a,CUST_1653,subscription_renewal,202.75,UPI,PNB,2026-06-23 09:29:00,success,,
7a3935f3-cbae-4f6a-aa8a-095692d7366e,CUST_323,subscription_renewal,491.03,UPI,ICICI,2026-04-04 15:29:00,success,,
7be93e31-07f1-495b-9530-b5d53ad195ba,CUST_294,subscription_renewal,1046.49,UPI,Axis,2026-03-24 10:46:00,success,,
04e63366-d7ed-434a-a886-4dfa16cc5bff,CUST_267,subscription_renewal,973.2,UPI,ICICI,2026-03-19 17:06:00,success,,
238b4bcc-2f82-4464-94ec-e22bfbe1f6f9,CUST_250,subscription_renewal,190.06,card,Kotak,2026-03-18 07:09:00,failed,card_lost_stolen,False
6e09ecc5-df0f-475b-9448-f2dfee31989e,CUST_1936,subscription_renewal,514.64,UPI,HDFC,2026-04-29 13:15:00,success,,
d4600b4a-bdc3-4898-882a-6b2b7bff90c8,CUST_1912,subscription_renewal,498.91,UPI,HDFC,2026-05-28 10:12:00,success,,
62760160-44b2-4402-8ae0-8c66376929f1,CUST_1054,subscription_renewal,190.84,UPI,IndusInd,2026-04-16 09:31:00,success,,
4ad51803-39c8-4603-96d7-67fa497ed46d,CUST_805,subscription_renewal,953.91,card,HDFC,2026-05-11 07:13:00,success,,
f4c265a6-692d-40c9-87ea-515074ea452e,CUST_576,subscription_renewal,1956.17,UPI,HDFC,2026-04-24 20:43:00,success,,
6d156dc2-3014-41ca-8a47-13ff480bd879,CUST_16,subscription_renewal,1021.73,card,Axis,2026-01-02 04:56:00,success,,
6609050d-483e-4450-89e6-e251d3234a2e,CUST_1564,subscription_renewal,200.4,netbanking,Kotak,2026-04-14 01:25:00,success,,
aa0a5c15-c62d-4269-a0b8-227984f5b539,CUST_398,subscription_renewal,1999.85,card,HDFC,2026-03-18 09:04:00,success,,
fcd3283a-b3de-4d81-9989-ac3a49031d01,CUST_1565,subscription_renewal,191.61,UPI,Kotak,2026-05-23 19:43:00,success,,
0adcb69c-0893-4f3e-b427-3d19371f9d64,CUST_198,subscription_renewal,1024.47,UPI,SBI,2026-04-24 10:35:00,success,,
e64bc804-b47b-449b-b395-9762c3c5c6cf,CUST_407,subscription_renewal,189.95,card,Kotak,2026-05-07 12:32:00,success,,
4ec641ff-0914-4123-9470-975d1c3addec,CUST_280,subscription_renewal,1928.82,UPI,ICICI,2026-05-31 15:33:00,success,,
90163594-0b8a-484c-969c-27938a389b7b,CUST_1829,subscription_renewal,965.28,UPI,HDFC,2026-05-16 10:59:00,success,,
9dfddc0f-b422-4d14-bfc6-3a7289d21045,CUST_1262,subscription_renewal,2040.73,card,Axis,2026-06-19 18:21:00,success,,
85c85ec6-bb80-4afb-9657-53882eaddd15,CUST_613,subscription_renewal,208.55,UPI,Axis,2026-04-03 11:21:00,success,,
7f6e6167-2eef-44d2-b332-05bacf7340b8,CUST_1195,subscription_renewal,200.93,card,Axis,2026-03-08 22:40:00,success,,
55858a87-7b2b-4705-a92b-442af17a791c,CUST_543,subscription_renewal,200.66,UPI,Axis,2026-06-08 18:14:00,success,,
ab680513-8c12-49bd-a6e5-f16d4662c6fd,CUST_349,subscription_renewal,1928.59,card,IndusInd,2026-05-05 23:39:00,success,,
2c9e476c-3d0b-4536-9ed1-b513b2eccb1a,CUST_1394,subscription_renewal,192.85,UPI,Axis,2026-02-07 18:44:00,success,,
c709827b-663b-4ebc-bcd4-56db09265db8,CUST_903,subscription_renewal,494.53,UPI,IndusInd,2026-03-25 04:26:00,success,,
e2abb786-8cab-486e-9180-fbb870fa6621,CUST_1587,subscription_renewal,203.09,netbanking,Yes Bank,2026-05-09 23:46:00,success,,
652ec8e7-d83c-41a2-9ad3-03d237678e2e,CUST_1062,subscription_renewal,2004.09,UPI,SBI,2026-02-10 10:42:00,success,,
b8891d80-adea-4f48-9834-d8a019f84fbc,CUST_642,subscription_renewal,1016.57,UPI,Axis,2026-02-23 17:21:00,success,,
2c19d735-979b-4b45-910d-1e259ba482d1,CUST_1776,subscription_renewal,1010.0,UPI,PNB,2026-06-19 20:51:00,success,,
4c8b5cce-6a8c-488f-88f7-ff36009f1e4e,CUST_393,subscription_renewal,521.03,card,HDFC,2026-02-23 17:19:00,success,,
18d015f9-7a9a-4050-a9b1-a988df999b79,CUST_609,subscription_renewal,1962.43,card,Axis,2026-03-29 06:44:00,failed,card_lost_stolen,False
725bc3ff-1c39-4e6a-b48e-43c8907cedf6,CUST_714,subscription_renewal,200.46,card,PNB,2026-05-09 08:18:00,success,,
714faf3a-8f36-415a-a8c0-352662a4962d,CUST_1112,subscription_renewal,488.54,UPI,Kotak,2026-04-12 11:49:00,success,,
f2c34da2-da99-4d10-951a-74493eb7e3e5,CUST_589,subscription_renewal,2030.18,netbanking,HDFC,2026-06-25 11:59:00,success,,
106f9e6d-00e9-4c12-a79e-e703d8371791,CUST_1530,subscription_renewal,1042.26,card,HDFC,2026-04-25 06:52:00,failed,issuer_decline_risk,False
56d14808-1036-4be0-8556-e4c787cf57e9,CUST_1425,subscription_renewal,486.15,card,HDFC,2026-03-11 03:39:00,success,,
9f50782b-ad28-4d38-8f63-a4e5de882593,CUST_1371,subscription_renewal,191.04,card,SBI,2026-05-04 20:14:00,failed,card_expired,False
087dd4c8-60d0-4c92-9483-1d745d6edca7,CUST_676,subscription_renewal,474.31,UPI,PNB,2026-06-19 03:43:00,success,,
5072fd17-eb3d-4600-83bf-32f0f0c1fcf4,CUST_1127,subscription_renewal,1994.49,card,HDFC,2026-02-27 20:59:00,success,,
26497a78-a3b0-4c9e-8ea5-64a1c0b0fb12,CUST_408,subscription_renewal,207.12,netbanking,SBI,2026-03-04 09:41:00,success,,
ff65524e-3695-4155-9f96-627636659874,CUST_183,subscription_renewal,207.22,netbanking,IndusInd,2026-06-04 07:34:00,success,,
c7a05501-1a01-4b0e-82ea-dfdfabcf4742,CUST_358,subscription_renewal,2056.56,card,HDFC,2026-04-07 01:53:00,success,,
d7dfedc2-9402-4b7b-b2f7-316b01f833f9,CUST_381,subscription_renewal,1005.79,UPI,Axis,2026-06-21 01:00:00,success,,
b6a91f9f-8a86-4509-b69f-41ab26aa3e16,CUST_219,subscription_renewal,2076.81,card,PNB,2026-03-18 14:41:00,success,,
3cc1fe0a-c1a1-43f6-80c2-3bd00ecb9096,CUST_274,subscription_renewal,195.63,UPI,SBI,2026-05-01 08:12:00,success,,
51ba96c8-85b1-44ce-a09d-9f20335d2e68,CUST_1497,subscription_renewal,474.75,UPI,BOB,2026-04-09 08:45:00,success,,
327be368-4212-4993-8e45-2d178761fe9e,CUST_690,subscription_renewal,482.81,UPI,SBI,2026-03-23 21:48:00,success,,
cf454592-fd2c-4f79-bec3-3d53c700da51,CUST_1753,subscription_renewal,957.72,card,SBI,2026-06-20 13:32:00,success,,
726d6794-f3c6-4744-a092-1f2a80217fc0,CUST_1370,subscription_renewal,1042.54,card,SBI,2026-01-26 04:30:00,success,,
30ed33a5-9237-4677-8bed-4260294758ba,CUST_13,subscription_renewal,1044.36,card,SBI,2026-03-04 07:28:00,success,,
49e589fa-ac92-4fd8-8b55-49b6ae0f9785,CUST_618,subscription_renewal,1014.35,netbanking,HDFC,2026-05-03 18:00:00,success,,
4ceb44ca-c662-4d7e-bb4e-8c97fcb79ec6,CUST_1418,subscription_renewal,1960.38,card,IndusInd,2026-02-10 21:07:00,failed,issuer_decline_risk,False
e6f2fb8e-83a2-420d-8a69-5cf4acd1a56d,CUST_830,subscription_renewal,1018.01,card,HDFC,2026-06-23 22:49:00,success,,
23869174-429a-4cd8-b87c-73ec35753703,CUST_1308,subscription_renewal,521.82,card,ICICI,2026-03-23 19:14:00,success,,
cabbb4e9-b4d5-406c-9d78-7e7a75f09e6d,CUST_979,subscription_renewal,990.59,netbanking,SBI,2026-02-20 23:38:00,success,,
4dfc201d-34c2-4e6a-8bc4-e7a3628bd742,CUST_1124,subscription_renewal,512.07,UPI,ICICI,2026-04-24 21:52:00,success,,
15e7e8d6-73bd-42e6-aaa6-fcc986f3ac92,CUST_1393,subscription_renewal,956.85,UPI,SBI,2026-05-02 16:28:00,success,,
89a65b88-8c3b-4f94-98c6-de167c421be9,CUST_1155,subscription_renewal,502.63,card,ICICI,2026-01-04 17:57:00,failed,insufficient_funds,True
2a4a1073-adda-4982-8139-f392d3d100bc,CUST_306,subscription_renewal,202.59,UPI,HDFC,2026-02-25 16:28:00,failed,bank_server_timeout,True
42574249-11dd-45b9-95cc-763647d665f9,CUST_1468,subscription_renewal,2060.71,UPI,IndusInd,2026-05-21 02:57:00,success,,
ac232317-7168-4fb9-abbb-f86babbf2a0e,CUST_928,subscription_renewal,200.17,netbanking,SBI,2026-02-15 13:29:00,failed,bank_server_timeout,True
646d1a51-12ee-4817-bc44-5984c67ba75f,CUST_1377,subscription_renewal,1030.61,UPI,IDFC First,2026-03-11 00:25:00,success,,
6d783038-8ee7-4efc-a8e3-ac1bf9335591,CUST_1527,subscription_renewal,1967.92,card,IndusInd,2026-02-14 02:02:00,success,,
31fe61f3-7786-4434-baca-b8af4895634a,CUST_130,subscription_renewal,1905.39,card,Axis,2026-05-02 02:59:00,success,,
e80ce2fc-2aa7-421d-b005-cb981b090e78,CUST_837,subscription_renewal,1973.9,card,ICICI,2026-01-30 20:46:00,failed,issuer_decline_risk,False
6367e73e-baa5-4448-9edd-fc54e94d49d4,CUST_1825,subscription_renewal,202.64,UPI,HDFC,2026-04-16 12:24:00,failed,invalid_upi_pin,True
0cc910e7-b148-4a6a-bf58-d67506ba610d,CUST_1355,subscription_renewal,960.9,card,ICICI,2026-05-07 20:55:00,success,,
89d9b400-f972-4dc7-af4e-b8c0afe2cf82,CUST_1100,subscription_renewal,515.71,UPI,SBI,2026-04-10 04:46:00,success,,
d491a32b-2d04-48dc-9bab-b79142cc53ba,CUST_1548,subscription_renewal,2005.38,UPI,ICICI,2026-01-15 14:43:00,success,,
ac184107-9cbc-421e-8a90-5a851d32fb5f,CUST_1686,subscription_renewal,487.8,netbanking,IDFC First,2026-02-11 14:22:00,success,,
3a6e223e-e126-481b-9dff-ea63bb4741e0,CUST_1919,subscription_renewal,2021.97,UPI,HDFC,2026-06-10 01:51:00,success,,
6de0e5bb-81fd-4feb-a0f9-4775f6d5d440,CUST_1917,subscription_renewal,200.87,card,SBI,2026-01-23 06:04:00,failed,card_expired,False
e3c6cbbc-dcd5-4da8-bd6b-caa5a121de71,CUST_914,subscription_renewal,193.92,card,IndusInd,2026-05-02 22:55:00,success,,
e035e590-9e05-4d08-99fd-5e5e935309e1,CUST_90,subscription_renewal,511.69,card,HDFC,2026-04-21 07:34:00,failed,card_lost_stolen,False
1b0a02e6-7964-4aec-b394-e87fd8be16a7,CUST_1589,subscription_renewal,514.76,card,SBI,2026-01-18 16:18:00,success,,
5dad2697-e658-4b87-aa79-0e91b8eda002,CUST_1498,subscription_renewal,972.72,UPI,PNB,2026-05-21 18:38:00,failed,insufficient_funds,True
7b8a5b6d-bbe7-41f2-a189-75bd5f7d604b,CUST_1794,subscription_renewal,1959.12,UPI,ICICI,2026-02-09 16:14:00,success,,
26f613b9-ecaf-4810-8c3a-16d35fd6834a,CUST_124,subscription_renewal,505.29,netbanking,PNB,2026-05-28 23:58:00,success,,
27ef2d57-1e7c-48a9-a195-9cd71fcff241,CUST_874,subscription_renewal,2056.13,UPI,HDFC,2026-05-19 01:22:00,success,,
d3be5f71-bc63-4c37-8ed3-7af5ea043394,CUST_652,subscription_renewal,986.66,UPI,BOB,2026-06-19 13:09:00,success,,
4553674a-7160-49ad-a25c-26c6f69be1be,CUST_1545,subscription_renewal,489.06,netbanking,IDFC First,2026-05-15 07:54:00,success,,
bba166f0-7a4b-48d5-a3a8-b8726b014965,CUST_1449,subscription_renewal,2092.51,card,IndusInd,2026-02-15 01:35:00,success,,
0eccb40a-0581-4af1-99b4-b4518223723e,CUST_1141,subscription_renewal,969.36,UPI,ICICI,2026-05-08 12:15:00,success,,
415884ce-df49-4d18-9055-4f8ff2e9fe62,CUST_1324,subscription_renewal,476.62,netbanking,Axis,2026-01-27 11:05:00,success,,
b6617d71-6342-4b43-821b-7416e074644b,CUST_772,subscription_renewal,192.79,card,Axis,2026-06-20 19:02:00,success,,
0a7e7c6c-19d0-44c4-b639-33833b2f4a67,CUST_1559,subscription_renewal,497.97,UPI,Axis,2026-05-16 21:35:00,success,,
5d113c33-2af4-4987-8a59-b09892e667fe,CUST_1780,subscription_renewal,522.06,card,ICICI,2026-03-26 00:13:00,failed,card_expired,False
6a7c1963-80d7-4b80-835c-41cbd554b2ae,CUST_240,subscription_renewal,493.84,card,ICICI,2026-06-24 07:44:00,failed,card_expired,False
5284b5a4-8be2-4d5c-a265-44240d468358,CUST_490,subscription_renewal,2005.73,UPI,SBI,2026-05-11 09:24:00,success,,
7fe61b8b-2392-46a6-924d-12275e48d3ca,CUST_735,subscription_renewal,1992.2,card,Axis,2026-03-24 11:32:00,success,,
f76b58d9-fca8-41a7-b177-1d354c7465bc,CUST_1644,subscription_renewal,492.55,UPI,SBI,2026-06-16 10:58:00,success,,
d942d754-fec3-4362-a6f2-c55c7c1078cf,CUST_847,subscription_renewal,474.86,UPI,ICICI,2026-01-25 07:47:00,success,,
51c2026c-2042-4f0a-99a0-3c2255d8d8e0,CUST_1133,subscription_renewal,964.28,UPI,Yes Bank,2026-05-20 23:26:00,success,,
ef4ff55e-58ea-45d1-acde-a7a59a420d48,CUST_675,subscription_renewal,498.97,UPI,PNB,2026-02-05 18:53:00,success,,
