transaction_id,attempt_number,retry_timestamp,hours_since_original_failure,retry_day_of_month,retry_outcome
cfb71875-94dc-4ab9-9e77-aceb95a1f741,1,2026-05-28 02:42:03.588641,11.17,28,failed
cfb71875-94dc-4ab9-9e77-aceb95a1f741,2,2026-05-29 02:15:31.372727,34.73,29,failed
cfb71875-94dc-4ab9-9e77-aceb95a1f741,3,2026-05-31 05:52:31.516579,86.34,31,failed
cfb71875-94dc-4ab9-9e77-aceb95a1f741,4,2026-06-03 11:53:57.919273,164.37,3,failed
8b5727bf-d744-405f-93c4-ef1adf9ca776,1,2026-04-05 13:29:07.323109,9.17,5,failed
8b5727bf-d744-405f-93c4-ef1adf9ca776,2,2026-04-06 11:56:54.966311,31.63,6,failed
8b5727bf-d744-405f-93c4-ef1adf9ca776,3,2026-04-08 23:29:17.526069,91.17,8,failed
8b5727bf-d744-405f-93c4-ef1adf9ca776,4,2026-04-13 22:12:30.547399,209.89,13,success
dd353b71-aa60-4bb3-8f00-d35a3e5a8dba,1,2026-05-02 03:18:52.278436,6.96,2,success
27cc9ce9-38fe-4de3-b598-07ef34318c88,1,2026-05-10 00:25:32.430242,9.33,10,success
2446d360-124a-4655-b7e3-445e19445eb8,1,2026-06-26 06:50:43.687172,9.73,26,failed
2446d360-124a-4655-b7e3-445e19445eb8,2,2026-06-26 23:06:55.387774,26.0,26,failed
2446d360-124a-4655-b7e3-445e19445eb8,3,2026-06-28 13:47:15.322356,64.67,28,success
a9f45a9e-5e35-443d-ad0d-9cd2ef293592,1,2026-04-12 22:15:38.415485,7.14,12,success
0d5e709f-c8e3-4bc4-8c84-c2daae27b953,1,2026-02-21 17:36:32.155328,10.74,21,success
7e6fadcf-9747-4583-aba4-6c0cf54d5070,1,2026-02-15 20:42:42.851572,5.45,15,success
759fcdc9-35ba-4630-89a1-d2d322fe4b52,1,2026-02-06 18:09:27.725401,11.86,6,success
ac1f831b-1cac-4888-aa47-df9a5219ed5e,1,2026-02-19 10:14:01.192971,4.6,19,failed
ac1f831b-1cac-4888-aa47-df9a5219ed5e,2,2026-02-20 04:09:10.232485,22.52,20,failed
ac1f831b-1cac-4888-aa47-df9a5219ed5e,3,2026-02-22 15:47:51.491672,82.16,22,failed
ac1f831b-1cac-4888-aa47-df9a5219ed5e,4,2026-02-25 22:19:20.410179,160.69,25,failed
df5b892d-d784-4310-9232-025aed9dcc06,1,2026-01-20 18:11:44.201455,2.13,20,failed
df5b892d-d784-4310-9232-025aed9dcc06,2,2026-01-22 05:25:14.862778,37.35,22,success
b42de2a6-79fc-44de-bb42-7fcafdb4be43,1,2026-01-26 07:24:28.124178,9.86,26,failed
b42de2a6-79fc-44de-bb42-7fcafdb4be43,2,2026-01-27 08:51:54.595988,35.32,27,failed
b42de2a6-79fc-44de-bb42-7fcafdb4be43,3,2026-01-29 18:04:38.070679,92.53,29,failed
b42de2a6-79fc-44de-bb42-7fcafdb4be43,4,2026-02-03 09:12:38.199124,203.66,3,success
793ab3ae-e884-4daf-bf5a-8f4612c7be0e,1,2026-05-05 05:17:16.947363,2.17,5,failed
793ab3ae-e884-4daf-bf5a-8f4612c7be0e,2,2026-05-06 02:34:54.615702,23.47,6,failed
793ab3ae-e884-4daf-bf5a-8f4612c7be0e,3,2026-05-08 18:04:51.643985,86.96,8,failed
793ab3ae-e884-4daf-bf5a-8f4612c7be0e,4,2026-05-12 21:00:14.701291,185.89,12,failed
f8e4b88a-a2b6-4b24-a74a-0b71404a8a14,1,2026-06-21 15:50:44.630542,9.01,21,failed
f8e4b88a-a2b6-4b24-a74a-0b71404a8a14,2,2026-06-22 05:08:45.763904,22.31,22,success
41d898c6-12a6-40c5-b2a8-289fd385f5a1,1,2026-05-26 03:01:40.446949,4.51,26,success
864b1a0d-6fd5-48f6-bcce-7c1873160ee5,1,2026-02-06 14:14:50.285834,3.21,6,failed
864b1a0d-6fd5-48f6-bcce-7c1873160ee5,2,2026-02-07 22:21:23.934353,35.32,7,failed
864b1a0d-6fd5-48f6-bcce-7c1873160ee5,3,2026-02-10 20:04:04.526318,105.03,10,failed
864b1a0d-6fd5-48f6-bcce-7c1873160ee5,4,2026-02-15 02:55:27.968114,207.89,15,failed
be755826-cafe-40eb-b428-fe74a1b190be,1,2026-04-12 01:10:03.380014,11.48,12,success
c06a1d81-eb2f-4d70-891e-544b89d8945a,1,2026-04-09 07:56:21.473981,4.29,9,success
9a473205-a498-4c88-9b80-4b1ede627071,1,2026-05-02 11:23:05.845345,8.03,2,success
b076b565-9ae4-4c30-b665-357b6e988266,1,2026-05-07 11:29:09.280748,2.1,7,failed
b076b565-9ae4-4c30-b665-357b6e988266,2,2026-05-08 19:39:17.646148,34.27,8,success
f629ba87-9bfa-47b1-8441-7836caedf02e,1,2026-06-08 03:47:00.487866,2.53,8,failed
f629ba87-9bfa-47b1-8441-7836caedf02e,2,2026-06-09 02:46:47.647307,25.53,9,failed
f629ba87-9bfa-47b1-8441-7836caedf02e,3,2026-06-12 00:23:22.372627,95.14,12,failed
f629ba87-9bfa-47b1-8441-7836caedf02e,4,2026-06-16 09:05:09.731769,199.84,16,failed
57455e4f-e821-40c0-b791-75c7c80c9fec,1,2026-03-18 11:01:02.850283,4.35,18,failed
57455e4f-e821-40c0-b791-75c7c80c9fec,2,2026-03-19 22:38:58.372141,39.98,19,failed
57455e4f-e821-40c0-b791-75c7c80c9fec,3,2026-03-22 18:35:02.358175,107.92,22,failed
57455e4f-e821-40c0-b791-75c7c80c9fec,4,2026-03-27 03:45:50.110564,213.1,27,failed
